u1,u2,u3,u4,u5,u6,u7
0.16856149,0.6001996,0.38962231,0.51251156,0.71223569,0.82119775,0.80570135
0.18329547,0.63996677,0.40943116,0.52008934,0.76282992,0.91739824,0.90598878
0.19913416,0.6611778,0.46298976,0.51482816,0.75437543,0.8433,0.86921152
0.21497286,0.6202903,0.51334965,0.49472888,0.76147363,0.85930238,0.8586343
0.23081155,0.66131932,0.53503238,0.47462959,0.72395081,0.80318138,0.82541517
0.23666329,0.6380858,0.510756,0.45453031,0.71559225,0.82892978,0.8062585
0.23666329,0.63302959,0.5081328,0.43443075,0.71150629,0.80676494,0.8420499
0.23666329,0.63220261,0.44441136,0.41433147,0.70741901,0.79556046,0.80016454
0.23666329,0.62688696,0.44226316,0.39423218,0.70333304,0.81457209,0.81657711
0.23666329,0.63362956,0.40042128,0.38170432,0.70375491,0.80817489,0.82802563
0.23666329,0.63298979,0.33468209,0.38707877,0.71177834,0.83424409,0.82471049
0.23666329,0.65542286,0.41530871,0.39245322,0.71980307,0.83875718,0.86875156
0.23666329,0.62741322,0.41320731,0.39782767,0.727494,0.83549755,0.83721604
0.23666329,0.64987282,0.46230835,0.4032024,0.72288102,0.84553777,0.82352676
0.23666329,0.6389629,0.39516836,0.40857685,0.71315566,0.77932491,0.80873705
0.23666329,0.64009207,0.3814262,0.41395131,0.71461315,0.81350328,0.82130683
0.23666329,0.63494447,0.39511157,0.41932576,0.71770818,0.81808835,0.82807423
0.23666329,0.6387123,0.38687787,0.42470021,0.72080452,0.83697792,0.83427581
0.23666329,0.6658478,0.40698023,0.43007466,0.72389956,0.83711093,0.8237333
0.235764,0.63579061,0.41090755,0.40788146,0.72920382,0.87610284,0.84714065
0.23433748,0.66202689,0.48652757,0.37867603,0.73823132,0.87152559,0.88833174
0.23291159,0.63490319,0.53880853,0.38144351,0.73520726,0.85850586,0.84566358
0.23148506,0.65608326,0.58017695,0.39220402,0.7271523,0.83250552,0.83200207
0.23005917,0.65339448,0.57127104,0.40296453,0.71909733,0.78102906,0.79974451
0.22863265,0.62542316,0.52785839,0.41372531,0.7114892,0.7788977,0.75845101
0.22720676,0.6357567,0.51723898,0.42448582,0.71492594,0.80999014,0.80484566
0.22578023,0.63611934,0.55364838,0.43524632,0.71836136,0.84245967,0.80397435
0.22435434,0.64377146,0.56769364,0.44600711,0.72179809,0.81958281,0.80310304
0.22292782,0.64591925,0.50702743,0.45676762,0.72523482,0.80954259,0.7911963
0.22150193,0.62340805,0.54537669,0.46752812,0.72867155,0.8216547,0.80698749
0.22026429,0.659686,0.55460412,0.47828891,0.73292837,0.84514186,0.82709184
0.21946676,0.64489179,0.6057306,0.48904941,0.73264975,0.81871274,0.78637285
0.21866923,0.62933694,0.60509638,0.49829619,0.71854929,0.81213089,0.78734657
0.2178717,0.64923453,0.61154177,0.50396377,0.71691832,0.80367901,0.78831855
0.21707417,0.62556615,0.55386631,0.50963136,0.71528735,0.79783891,0.7565435
0.21627664,0.62454754,0.53359359,0.51529894,0.71365638,0.80671799,0.76128017
0.2154791,0.64503036,0.54838626,0.52096652,0.71202541,0.81023896,0.79573162
0.21468157,0.64658997,0.52905086,0.52663411,0.71039444,0.837028,0.78707233
0.21388404,0.66305288,0.47185769,0.53230169,0.70876347,0.76057462,0.74445972
0.21308651,0.65301858,0.4606712,0.57091856,0.70749655,0.77095755,0.75402677
0.21228898,0.61908742,0.43619646,0.61777241,0.70938642,0.81204482,0.78266024
0.21149145,0.61834594,0.45340245,0.66462626,0.71607327,0.8277843,0.79691015
0.20989638,0.66012971,0.51692706,0.68519438,0.72944827,0.81190241,0.81026618
0.20909885,0.63529236,0.48468746,0.6399844,0.71728105,0.76679029,0.76740364
0.21001977,0.62052026,0.45403513,0.52522122,0.69724549,0.76976198,0.74699207
0.22594368,0.61806144,0.33157545,0.3936263,0.69796175,0.7714943,0.75003992
0.2418676,0.65513099,0.33157776,0.42277648,0.71381672,0.79808147,0.79090818
0.25779151,0.64149248,0.32684549,0.45192638,0.72492203,0.80354443,0.79756797
0.26180779,0.6342192,0.33554344,0.48107628,0.73602735,0.82981081,0.82145609
0.24929787,0.65679526,0.35224758,0.51022618,0.74713266,0.86614087,0.86760428
0.24368271,0.65678347,0.43167214,0.52219873,0.75823797,0.87092938,0.85012427
0.23806692,0.65443373,0.47980785,0.51431953,0.74858884,0.83130682,0.84149622
0.23245177,0.66109525,0.56611289,0.50644034,0.73028018,0.84175547,0.81799515
0.22683661,0.66243227,0.57796237,0.49856086,0.71197021,0.80367901,0.79449408
0.22122146,0.65295814,0.54160975,0.49068167,0.6995546,0.80367901,0.78541302
0.21560567,0.62499714,0.52844503,0.48896681,0.70992,0.81424816,0.7890024
0.20999051,0.62815764,0.51450414,0.49082064,0.7202854,0.82366869,0.83145533
0.20437536,0.63710847,0.5313886,0.49267447,0.73064948,0.85879223,0.85166729
0.19875957,0.65215622,0.58541069,0.49452857,0.72865578,0.86466676,0.83043996
0.19314441,0.63086707,0.60484085,0.48498673,0.72485106,0.83256029,0.80439959
0.18752926,0.62280219,0.59802675,0.47249672,0.72104634,0.79266075,0.79451491
0.18191346,0.64263934,0.55514396,0.46000643,0.71724162,0.84276169,0.79880377
0.17629831,0.62850111,0.52101552,0.44751642,0.71370764,0.82540726,0.80210503
0.17824253,0.65995281,0.54712741,0.43502613,0.71688415,0.83979469,0.82844567
0.18051619,0.6206942,0.53564742,0.42667975,0.72006067,0.83918282,0.81905565
0.18278922,0.61992767,0.4921304,0.428262,0.72323587,0.85216656,0.81962322
0.18506289,0.6507735,0.54313334,0.42984452,0.72051145,0.83453515,0.82968147
0.18733591,0.62952415,0.55117827,0.43142705,0.71532284,0.83338967,0.81276209
0.18960894,0.62301151,0.55137702,0.43300957,0.71013554,0.84674272,0.81591061
0.19188261,0.65720359,0.53244832,0.4345921,0.70494692,0.8531493,0.81855751
0.19415563,0.61960631,0.49065402,0.43617462,0.69975831,0.79687026,0.79451491
0.19642866,0.61117438,0.50336446,0.43775687,0.72338832,0.84095426,0.83544739
0.19870233,0.63669571,0.45549886,0.4393394,0.71469463,0.80362268,0.81700582
0.20097535,0.63457299,0.45583457,0.44092192,0.70484441,0.81896938,0.79579758
0.20324838,0.62548065,0.44160055,0.44250445,0.73079668,0.8170571,0.80248341
0.20552205,0.63340549,0.45209641,0.44408697,0.72823654,0.811217,0.79831952
0.20779507,0.63787501,0.43586496,0.4456695,0.71756361,0.80918736,0.78294315
0.21006874,0.64007733,0.39937077,0.44725202,0.70688937,0.79346666,0.7856942
0.21234177,0.62712576,0.32042887,0.44883427,0.69621644,0.78582383,0.77134189
0.21985217,0.64791077,0.31227037,0.45041679,0.72561858,0.80811073,0.81457066
0.2275591,0.65127176,0.32656156,0.45199932,0.73265764,0.85188645,0.82703977
0.23526539,0.65628374,0.35400827,0.4713159,0.7396967,0.79309579,0.80436835
0.24297231,0.65352862,0.37234994,0.49124417,0.74784892,0.82007574,0.83565567
0.25067924,0.63695516,0.42949554,0.51117244,0.76263147,0.82790949,0.82043378
0.25838553,0.65199407,0.47160715,0.53110043,0.75954433,0.84254886,0.81335742
0.26609245,0.65770774,0.51824268,0.53885033,0.73178367,0.81039231,0.78809464
0.23973576,0.64097802,0.46629284,0.53885033,0.71047067,0.78705382,0.7679174
0.19294153,0.6531144,0.4775173,0.53885033,0.70921688,0.79116943,0.76970861
0.16915042,0.6151191,0.42575738,0.53885033,0.71110019,0.82635244,0.79092727
0.17164922,0.66275805,0.51157937,0.53885033,0.75522574,0.88746225,0.83861673
0.17414739,0.65296993,0.56642521,0.5239542,0.79272753,0.89343536,0.83861673
0.1766462,0.66493974,0.6278488,0.50526919,0.7752705,0.91807583,0.89493772
0.17914436,0.63997857,0.66510958,0.48658418,0.77092432,0.87923885,0.86186092
0.18164317,0.63908525,0.62544468,0.46789916,0.75936953,0.87622177,0.84346275
0.18414134,0.63620926,0.61955793,0.44921415,0.73566067,0.85654038,0.83478089
0.18663951,0.62456081,0.5817953,0.43052914,0.69500077,0.83123953,0.80278368
0.18913831,0.60644837,0.53646119,0.41184413,0.69461701,0.82033238,0.80916403
0.19163648,0.63303991,0.4599614,0.39315912,0.70225931,0.82469524,0.80772689
0.19413528,0.64546227,0.40377154,0.40712446,0.70470116,0.84523888,0.82342956
0.19663345,0.63959824,0.43186168,0.42231288,0.73722199,0.88437319,0.85011039
0.19913226,0.65736869,0.45629844,0.43750131,0.73036167,0.86246342,0.83456393
0.20163042,0.63850003,0.49241394,0.45268974,0.72350134,0.83891367,0.83034797
0.20412923,0.62694297,0.51718565,0.46787817,0.71540826,0.82449181,0.80203734
0.2066274,0.63261537,0.49512117,0.4830666,0.73036167,0.78723534,0.79119109
0.20779698,0.63492678,0.50591054,0.48343598,0.7143871,0.81653444,0.78715738
0.20582351,0.64339409,0.49265105,0.48325032,0.709255,0.83656636,0.80104279
0.20385003,0.63544861,0.46542227,0.48306466,0.70864651,0.83879474,0.82384265
0.20187655,0.63344087,0.5137928,0.482879,0.70803933,0.83956465,0.81893589
0.19990371,0.61755434,0.46791119,0.48269334,0.70743083,0.82914574,0.79536539
0.19793023,0.64589419,0.4892724,0.48250768,0.70682234,0.81876438,0.77963148
0.19595676,0.62488659,0.46883892,0.48232202,0.70702736,0.8084284,0.76938057
0.19398328,0.64259659,0.38131264,0.48213636,0.7105009,0.83697792,0.78224888
0.1920098,0.62395937,0.32391151,0.48195071,0.71718774,0.80492152,0.80590616
0.19003633,0.63314605,0.35916642,0.48900272,0.72583806,0.82442921,0.80865895
0.18806349,0.6315658,0.32185807,0.49789558,0.74141441,0.8472513,0.83912182
0.18609001,0.66131932,0.38168173,0.50678845,0.72832065,0.84140181,0.83365617
0.18411653,0.61518397,0.32210401,0.51568159,0.69454999,0.79931928,0.7890024
0.18214306,0.6403751,0.3146177,0.52457445,0.74828656,0.81361908,0.79965946
0.18016958,0.66032871,0.32755567,0.53346731,0.73276278,0.82777804,0.83200207
0.17797287,0.63386541,0.34801716,0.54236017,0.717239,0.80900271,0.77165431
0.17576853,0.65532852,0.34264415,0.55125303,0.70938642,0.79721609,0.75822364
0.17356355,0.61858032,0.31807195,0.5601459,0.724993,0.80053049,0.77715293
0.17135921,0.65877205,0.37425298,0.56903876,0.72141696,0.80666009,0.77907954
0.16915424,0.6173745,0.34927178,0.5779319,0.71972948,0.79381406,0.75701214
0.16798465,0.65104032,0.35179369,0.58682476,0.6985019,0.77023144,0.74803174
0.16798465,0.6258595,0.26338725,0.59571762,0.70549496,0.76943962,0.72760109
0.16798465,0.66272562,0.3164536,0.60713899,0.73184675,0.80257421,0.78215168
0.16798465,0.64515123,0.29126905,0.61925989,0.73640716,0.79404253,0.77797564
0.16798465,0.65215622,0.3731925,0.63138107,0.75412178,0.83942694,0.82779999
0.16798465,0.66783048,0.4169213,0.64350198,0.72716018,0.80467114,0.81764108
0.16798465,0.6132971,0.44706142,0.62774607,0.73356972,0.79594698,0.77455463
0.16798465,0.63524519,0.47762128,0.61102872,0.72835219,0.77937968,0.79194264
0.16798465,0.64739189,0.44782801,0.59431164,0.70987663,0.78603352,0.79120671
0.16798465,0.64540773,0.45698944,0.57759429,0.70462362,0.79348857,0.76308006
0.16798465,0.61313642,0.40469889,0.56087721,0.6993693,0.80268532,0.75082618
0.16798465,0.63145966,0.39606731,0.54415985,0.68041798,0.80363676,0.78799745
0.16798465,0.62657445,0.34147547,0.5405022,0.74192171,0.83648186,0.80278368
0.16765393,0.65037992,0.31185907,0.54431485,0.72656746,0.83250552,0.8220792
0.1665524,0.62595384,0.2957174,0.54812749,0.7429271,0.85212118,0.8365912
0.16545023,0.65450301,0.40172731,0.55194042,0.78066677,0.88071609,0.87365311
0.16434806,0.66761821,0.50048075,0.55575306,0.76488408,0.88003224,0.8567077
0.16458465,0.64542247,0.54627949,0.5180714,0.73475385,0.80102656,0.78376586
0.16559524,0.65286527,0.51389831,0.47908183,0.69586554,0.77937812,0.75625538
0.16660582,0.62532735,0.41103071,0.47084126,0.68141286,0.76727227,0.74159238
0.16761705,0.61969033,0.3078412,0.48019081,0.6984099,0.83304383,0.79301355
0.17669962,0.62884163,0.26630243,0.48954036,0.71105288,0.82968875,0.83262518
0.19040011,0.6585126,0.28854341,0.49888991,0.7068736,0.85295213,0.82573454
0.20410061,0.64236811,0.30726377,0.50823946,0.70269432,0.83080763,0.78326078
0.2178011,0.6904257,0.21020734,0.6100681,0.71588007,0.80925935,0.78448964
0.2334013,0.68922282,0.74736414,0.67157273,0.76614575,0.8091545,0.7822836
0.22262827,0.67956885,0.74939916,0.6391492,0.77425985,0.82685476,0.79560839
0.22620253,0.65778439,0.74869857,0.62974025,0.79914101,0.81684271,0.79210926
0.23330145,0.6265656,0.74387153,0.63349682,0.79245417,0.79744456,0.77583382
0.240401,0.63154221,0.75114029,0.6372531,0.79084554,0.80367901,0.7996855
0.24749992,0.62710808,0.7400386,0.64100967,0.79780049,0.78201649,0.79055236
0.25459884,0.640552,0.70549387,0.64476623,0.80475544,0.79440871,0.78360445
0.2616984,0.63799293,0.72489564,0.64852252,0.81171039,0.79375303,0.75895783
0.26879732,0.65004529,0.71727697,0.65227908,0.81866534,0.80003443,0.75502999
0.27589624,0.6526869,0.7171258,0.66653065,0.82562029,0.7903823,0.78985636
0.30222876,0.65261615,0.74336469,0.69264341,0.84774418,0.84827473,0.85481581
0.43381444,0.62947845,0.7385718,0.67321493,0.83162899,0.72023692,0.69725451
0.39414584,0.64781643,0.74496232,0.51992992,0.81491187,0.68041719,0.67796072
0.35592157,0.61454715,0.75654438,0.36664491,0.79638111,0.66248376,0.63747952
0.31769795,0.66052919,0.73269579,0.2133599,0.74777795,0.62972161,0.59268169
0.27947368,0.6282284,0.66540002,0.19870718,0.75311639,0.64537972,0.62159634
0.2515391,0.62585803,0.55201123,0.18842436,0.75512192,0.65098352,0.6544475
0.24729704,0.61668167,0.51460811,0.21449596,0.74403763,0.71624493,0.70503034
0.24305499,0.65523417,0.45790758,0.24949938,0.73438061,0.70411092,0.69560041
0.23881294,0.60762471,0.41446615,0.2845028,0.73036824,0.68687855,0.71577071
0.23457088,0.63471745,0.38747372,0.31950595,0.73319779,0.70973663,0.75024126
0.23032883,0.66424249,0.37047607,0.35450937,0.73888187,0.69479054,0.70761476
0.22608678,0.62129417,0.33588414,0.38951279,0.74456595,0.79197064,0.79676609
0.24150445,0.64467952,0.34541468,0.42451593,0.75933536,0.79789994,0.8163046
0.26816769,0.66144904,0.37483924,0.45951935,0.78769268,0.81519334,0.83213919
0.29483156,0.67059002,0.49872351,0.48290497,0.77320452,0.7745411,0.80604502
0.31065499,0.68031918,0.54435458,0.47953769,0.75871504,0.75217595,0.768905
0.30151518,0.66403169,0.61277222,0.47617068,0.75293502,0.73931427,0.76299675
0.29237601,0.68319665,0.66054689,0.47280367,0.75460673,0.74877862,0.75709024
0.2832362,0.66688557,0.68943738,0.46943638,0.75798301,0.70239738,0.72701616
0.27409702,0.66924563,0.70767929,0.46606937,0.76281547,0.72375945,0.73523459
0.26495721,0.69464757,0.74585936,0.46270208,0.76764792,0.74148162,0.75205678
0.2558174,0.67974132,0.75846583,0.45933507,0.77248038,0.74873011,0.74838235
0.24667822,0.6982562,0.75240067,0.45596806,0.77773733,0.76304712,0.74709968
0.23753841,0.67342032,0.74774283,0.45260078,0.79275119,0.76397196,0.74526334
0.22839924,0.66143725,0.75315613,0.39669383,0.76178642,0.71245168,0.70805736
0.21449586,0.7100727,0.74651238,0.28140738,0.72588537,0.66314727,0.68235545
0.17035689,0.62220222,0.74596334,0.16612092,0.70217651,0.65786583,0.6608938
0.1521396,0.64082323,0.50389432,0.24902667,0.6316374,0.62633366,0.62778403
0.19283468,0.62547918,0.20476105,0.23401893,0.62335901,0.60351001,0.6220858
0.34560518,0.7216327,0.30308898,0.30411584,0.80269866,0.98627607,0.99477735
0.32530502,0.71759805,0.48570228,0.27884185,0.80816063,0.94001221,0.95018433
0.30500549,0.72455439,0.6121192,0.25356786,0.80024629,0.84943273,0.87748375
0.28470597,0.70611028,0.69830108,0.22829388,0.79032379,0.83112843,0.81704747
0.26440644,0.69998975,0.72977946,0.20301989,0.78040129,0.81971582,0.81136313
0.24410628,0.68184341,0.72042849,0.19755151,0.77047748,0.80980236,0.77094962
0.23945656,0.66442085,0.72518915,0.20341331,0.76320185,0.83188896,0.79354988
0.24386715,0.66937535,0.71324529,0.20927512,0.76598672,0.8602194,0.83442507
0.24827774,0.66950507,0.71843145,0.21513665,0.76877028,0.85663584,0.83300355
0.25268833,0.64405449,0.70116408,0.22099846,0.77155515,0.84060999,0.80209462
0.25329316,0.66460954,0.73610169,0.22686027,0.76697109,0.83975244,0.81054736
0.25377778,0.64299313,0.70418246,0.22453842,0.73390748,0.81335462,0.77866818
0.2542624,0.67342032,0.66686068,0.22020637,0.73596689,0.7979375,0.7635053
0.25474766,0.65006888,0.66757048,0.21587404,0.73250256,0.82122592,0.80675664
0.25523229,0.66216841,0.65110269,0.21154199,0.72497592,0.82442139,0.8057083
0.25571691,0.67906913,0.67301255,0.25490505,0.73430964,0.81417774,0.78725631
0.25620154,0.66019899,0.66707822,0.30998566,0.74364336,0.80768821,0.77128635
0.2566868,0.61251877,0.69155297,0.31529325,0.75297839,0.90202651,0.88079716
0.25429293,0.66437368,0.70498281,0.30837302,0.75944839,0.8861415,0.84766656
0.25025312,0.63599993,0.75976227,0.4533086,0.75485118,0.82314445,0.80884814
0.24621332,0.67238254,0.73972628,0.41775373,0.72254852,0.76511901,0.74618845
0.24217351,0.64424318,0.62657116,0.38219914,0.67545804,0.72167034,0.69338742
0.23813306,0.59711722,0.50926081,0.3299084,0.6838166,0.73949423,0.72078335
0.23950362,0.61381599,0.42512316,0.25358748,0.69217647,0.77227673,0.74016912
0.24396891,0.64719141,0.35947835,0.27015675,0.70053503,0.801194,0.79340408
0.24843419,0.62669532,0.34796997,0.28672574,0.70889358,0.80840023,0.806229
0.25289884,0.62461977,0.34479005,0.30329501,0.71725214,0.79730529,0.79777625
0.25736413,0.6427101,0.36656717,0.31986428,0.72561069,0.78902086,0.76444257
0.26182941,0.64589419,0.34278342,0.33643327,0.71682238,0.75828521,0.76217404
0.26758448,0.63191958,0.32962791,0.3381089,0.70087673,0.73500775,0.72618824
0.2763109,0.62586982,0.216416,0.33931514,0.69112114,0.66434753,0.68121164
0.28503732,0.62793358,0.16748377,0.34052137,0.68666193,0.69062798,0.70254485
0.29376374,0.6383821,0.12344803,0.3417276,0.68796171,0.69444783,0.68701748
0.30315794,0.69006749,0.1338967,0.34293356,0.74438722,0.88653271,0.83388875
0.31679293,0.67597938,0.34612448,0.4478626,0.85171843,0.99521619,0.98177539
0.33042792,0.6764511,0.52041928,0.48340614,0.83242936,0.93130839,0.91975617
0.32268919,0.6711207,0.66625485,0.43649013,0.81218746,0.83202823,0.81819302
0.29079494,0.6684673,0.74978706,0.39428108,0.76841806,0.72976073,0.72009428
0.25890068,0.65331193,0.74429779,0.36291184,0.73463557,0.69887016,0.67013455
0.23780998,0.63182524,0.72220798,0.33154286,0.73944568,0.70137552,0.66776882
0.2415973,0.63223062,0.67047069,0.31366431,0.74425711,0.74491025,0.69621484
0.24538462,0.63881844,0.6232819,0.33236452,0.74906853,0.75357964,0.71110347
0.24917258,0.64017315,0.59689068,0.35106445,0.75384579,0.79839131,0.73595143
0.2529599,0.64651921,0.62982665,0.36976465,0.75769388,0.80395287,0.76194319
0.25674722,0.63460837,0.65415023,0.38846459,0.76154197,0.76167942,0.72029909
0.2539972,0.65367751,0.64329448,0.39227143,0.76539006,0.73819539,0.72180219
0.25104112,0.65263973,0.66777882,0.38755839,0.76234891,0.74235482,0.68851884
0.24808503,0.64281624,0.65099833,0.38284535,0.75643353,0.73981034,0.68228603
0.24512895,0.6402218,0.67133742,0.37813231,0.75339106,0.72703159,0.70857806
0.24217287,0.61676422,0.64671112,0.37341927,0.75280623,0.71085239,0.69755651
0.23921679,0.64767492,0.65641201,0.36870623,0.75222139,0.75037322,0.70657683
0.23666329,0.63794576,0.62777168,0.36399319,0.75163524,0.73728463,0.70371122
0.23666329,0.63013885,0.62800956,0.35928015,0.7510504,0.73987763,0.72452026
0.23666329,0.66075326,0.64879334,0.35456711,0.75046557,0.74584292,0.70631301
0.23666329,0.6433823,0.6185642,0.34985407,0.74988073,0.73678701,0.70631301
0.23666329,0.62829916,0.63661275,0.34514103,0.747155,0.74540319,0.70631301
0.23666329,0.65932632,0.66251669,0.23615208,0.74113842,0.71581616,0.68294558
0.23666329,0.63880665,0.64067857,0.22501997,0.7167685,0.67620925,0.65292531
0.23666329,0.64016283,0.59009577,0.24422246,0.71575128,0.69128992,0.6452918
0.23666329,0.6242424,0.58136021,0.26342494,0.71473274,0.68958108,0.63765829
0.23666329,0.63539849,0.53574218,0.2826277,0.71371421,0.70557094,0.68557687
0.23666329,0.64544606,0.53062202,0.30183018,0.71212661,0.75463437,0.71007942
0.23666329,0.65484501,0.57556784,0.32103266,0.7104549,0.74855015,0.71446722
0.23666329,0.62961997,0.54622846,0.34023542,0.70878319,0.71217783,0.67924859
0.23666329,0.64016283,0.58126544,0.35943791,0.70711148,0.70427523,0.68292475
0.23666329,0.63895995,0.55789799,0.37864039,0.70395073,0.66207064,0.65377406
0.23666329,0.62254422,0.50802115,0.38618667,0.69763056,0.68687855,0.65037734
0.23666329,0.63879485,0.45944037,0.39086932,0.70134591,0.71393518,0.67163765
0.23666329,0.63230875,0.44638922,0.39555197,0.70505995,0.69143546,0.65173637
0.23666329,0.6285704,0.42261506,0.40023434,0.70916169,0.6794235,0.68575391
0.27264124,0.63550463,0.43526873,0.40491699,0.71475903,0.69940691,0.6827078
0.26090913,0.66153159,0.39326225,0.40959964,0.72035505,0.72058589,0.67940133
0.23424589,0.63682544,0.45192337,0.41428229,0.72595108,0.72988436,0.69102342
0.23521387,0.65125996,0.48738893,0.41896466,0.73154711,0.74084628,0.71148012
0.24376921,0.66207259,0.54940837,0.42364731,0.73714314,0.73696697,0.71357161
0.25232391,0.63669571,0.58790919,0.42832996,0.74274048,0.72274698,0.69044371
0.25800075,0.63312246,0.61318083,0.43301261,0.74713792,0.71698199,0.68355307
0.26042451,0.60960592,0.6110779,0.4170296,0.71955337,0.68967498,0.63740315
0.2628489,0.63509188,0.572861,0.37769109,0.72226859,0.71621833,0.6743158
0.26527266,0.64699093,0.56713501,0.33835258,0.7238575,0.73658044,0.70305514
0.26769642,0.65557322,0.57884252,0.29901407,0.73829966,0.79155752,0.70631301
0.26645624,0.65461652,0.61740358,0.30687973,0.76780169,0.81324507,0.76000791
0.26107449,0.6605174,0.6829118,0.34478463,0.79730371,0.78609611,0.74715175
0.25569275,0.67136835,0.7550208,0.38268953,0.7582038,0.75936028,0.69632765
0.25031164,0.63415287,0.70471807,0.42059443,0.71640708,0.69483279,0.64514601
0.24492989,0.63237951,0.66770285,0.45849933,0.70303339,0.66214262,0.64202352
0.23954814,0.61914638,0.53331888,0.49640423,0.68460383,0.65904574,0.60875753
0.23594526,0.61518397,0.43171012,0.53800491,0.71387192,0.70680719,0.67245168
0.2343979,0.64007733,0.45256028,0.58387687,0.71066386,0.71226077,0.69528625
0.23285053,0.63584662,0.38684832,0.62974882,0.70771471,0.70710921,0.67018836
0.23130317,0.63447865,0.44196005,0.67562077,0.7448104,0.73896218,0.70121359
0.21273354,0.65311145,0.6958137,0.64057176,0.74209256,0.70651143,0.62913438
0.20623308,0.62011488,0.67382633,0.54491023,0.73706691,0.66869631,0.62913438
0.19849372,0.6427042,0.61944436,0.48758044,0.75970072,0.76782624,0.69557784
0.190755,0.66046581,0.62915484,0.49212633,0.75620485,0.80299047,0.75036623
0.18301627,0.66271383,0.64691946,0.49667222,0.75270897,0.72647607,0.70851732
0.17527755,0.63013885,0.61422022,0.50121811,0.74921441,0.73113782,0.6720195
0.16753882,0.61899455,0.59216839,0.50576428,0.72420314,0.66099714,0.62770245
0.1598001,0.63245027,0.47376034,0.51031017,0.6841031,0.63419558,0.6057687
0.15206137,0.63290577,0.32430938,0.53814775,0.67975692,0.66699842,0.61239378
0.19994187,0.65911404,0.28714261,0.62707389,0.75658729,0.86022565,0.80145068
0.25091455,0.64628335,0.70300496,0.61991053,0.79760861,0.70374317,0.67625628
0.23421727,0.63380645,0.6618161,0.51565368,0.8085365,0.72912539,0.69949874
0.21752063,0.63242668,0.64780921,0.49130965,0.8194644,0.79447444,0.75029159
0.20783323,0.65065852,0.66224121,0.51323099,0.83039229,0.84015148,0.80223173
0.20661849,0.64843409,0.65818114,0.53515233,0.84132149,0.84684757,0.81367679
0.20540312,0.63529236,0.7503737,0.5570734,0.83746157,0.84441888,0.80285137
0.20418838,0.64773388,0.7034481,0.57899474,0.82743131,0.81454861,0.75918868
0.20297363,0.65225057,0.6867831,0.60091609,0.81756926,0.79798757,0.74039823
0.20175826,0.6533591,0.67980325,0.62283743,0.80835382,0.7890412,0.70732317
0.20054352,0.61676422,0.65602258,0.6432688,0.80612619,0.77362565,0.70317664
0.21121988,0.63477347,0.63770584,0.66201653,0.80489475,0.78861556,0.72896012
0.22481798,0.64718109,0.62580841,0.68076425,0.80366462,0.79746491,0.73023064
0.23841544,0.64934804,0.61347243,0.6995117,0.80932242,0.80805283,0.76864291
0.22885524,0.66621338,0.68552004,0.69188917,0.81946308,0.82392689,0.76720403
0.2224521,0.6732906,0.70861738,0.67881925,0.81946308,0.78872666,0.75893527
0.21604895,0.69399895,0.72402047,0.65615859,0.81421007,0.79693442,0.74530152
0.20964644,0.65247463,0.68662234,0.63349792,0.80451362,0.79169992,0.73297995
0.21054573,0.67668696,0.65590095,0.61083726,0.80925014,0.82905341,0.77634584
0.21323915,0.69055542,0.60361999,0.58817659,0.81604869,0.82741186,0.80452977
0.21593193,0.69503673,0.64579413,0.56551593,0.82284724,0.84840931,0.79727117
0.21862535,0.67824362,0.70079997,0.54285526,0.8296458,0.9094753,0.84545357
0.22131876,0.68551985,0.75192145,0.54496106,0.83613025,0.90640971,0.83492842
0.22401218,0.68449387,0.74993861,0.55315135,0.83486333,0.87510758,0.83259914
0.2267056,0.67715867,0.74789822,0.56134163,0.83359509,0.88761717,0.83586048
0.22939901,0.66525078,0.75348762,0.56953192,0.83232685,0.88355163,0.80959274
0.23209243,0.67560201,0.74419343,0.5777222,0.83105861,0.85135127,0.79779881
0.19809368,0.6420379,0.7310502,0.58591221,0.82290244,0.82180805,0.77000889
0.17148196,0.67364144,0.6646365,0.5941025,0.80221502,0.75857002,0.76118297
0.18313902,0.66499871,0.6217445,0.60229278,0.80528508,0.80841432,0.77181746
0.19479671,0.65296993,0.58211721,0.61048307,0.80835514,0.81790839,0.77043933
0.20645377,0.66442085,0.55838065,0.61867335,0.81142389,0.8678904,0.80528653
0.21811083,0.67539858,0.55910964,0.63142942,0.81449395,0.85191149,0.81355529
0.22976853,0.68835015,0.57683589,0.6493461,0.81756269,0.86423173,0.8230616
0.24142558,0.65624394,0.59738294,0.66726278,0.82063275,0.86878707,0.79641201
0.25308328,0.6764511,0.62513007,0.68517947,0.8237015,0.86083595,0.836888
0.26699937,0.67039691,0.71667153,0.68078166,0.83085096,0.82496283,0.77246487
0.26578781,0.68140412,0.72354241,0.65912693,0.82390389,0.81154406,0.7599489
0.26457562,0.67165138,0.71629284,0.63747247,0.81695551,0.79672003,0.75261914
0.26336342,0.66409065,0.693616,0.61581774,0.81000714,0.78411029,0.74714481
0.26215186,0.66326515,0.67830307,0.59416328,0.80306007,0.75080826,0.73164695
0.26093966,0.65751463,0.64849062,0.57250855,0.79611169,0.76523168,0.73338783
0.2597281,0.66601437,0.61553738,0.55085409,0.78916332,0.7671064,0.73512872
0.2585159,0.67136835,0.60471807,0.54543295,0.7979122,0.79312239,0.73990183
